property_type|rent_type|location,price,n_rooms,n_bath,surface,details,url,metrocuadrado_index
"Apartamento en Arriendo, SANTA BARBARA ALTA Bogotá D.C..",$6.000.000,2,3,115.0 m2,"Apartamento con 115 mt2, remodelado y amoblado. Al ingresar encontramos  un estudio pequeño, baño social, sala con chimenea a gas, amplio Family room , comedor con acceso a la cocina abierta y moderna, zona de lavandería con ventilación natural. La zona privada la componen dos habitaciones, la principal con walk in clóset y baño en suite y la secundaria con clóset y baño afuera de la habitación. Dos garajes en línea y un depósito complementan esta propiedad.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-alta-2-habitaciones-3-banos-2-garajes/2671-7055,53.4
"Apartamento en Arriendo, CHICO NORTE II Bogotá D.C..",$2.400.000,2,2,164.34 m2,"Espectacular apartamento en exclusiva zona residencial de Bogotá. Con terraza cubierta de 45.34 m2, luz natural,2 alcobas, estudio, cuarto y baño de servicio, dos terrazas, parqueadero y deposito.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-2-habitaciones-2-banos-1-garajes/482-M2405192,29.8
"Apartamento en Venta Y Arriendo, BELLAVISTA Bogotá D.C..",$10.500.000,2,4,150.0 m2,"En esta ocasión ofrecemos para arriendo y venta este excelente penthouse que cuenta con muy buenos acabados, una cómoda distribución de espacios y se está ubicado en una zona de fácil acceso a colegios, centros de negocio y universidades. Visita nuestra página web para mayor información. Código 3414",https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-bellavista-2-habitaciones-4-banos-2-garajes/847-3414,79.2
"Apartamento en Arriendo, CHICO Bogotá D.C..",$5.500.000,2,3,119.0 m2,"APARTAMENTO AMOBLADO.   EXCELENTE UBICACION., ENTRE EL PARQUE DE LA 93, Y EL VIRREY.
DOS ALCOBAS, SALA, COMEDOR Y ESTUDIO. DOS GARAJES Y DEPOSITO

EL VALOR DEL CANON INCLUYE ADMINISTRACION, SERVICIO DE TELEVISION e  INTERNET.
DISPONIBLE A PARTIR DEL 1 DE MAYO .",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-3-banos-2-garajes/368-M2404392,83.7
"Apartamento en Arriendo, CHICO Bogotá D.C..",$5.000.000,2,2,118.0 m2,"Magnifico apartamento iluminado ubicado en sitio cercano al Parque del Virrey, con excelente ventanales. 

Con sala comedor con vista a los cerros y balcón,  excelente espacio de terraza de 40 m2 para zona de BBQ, pisos en madera, cocina abierta completa con  mesón en granito, tipo americano, confortable zona de lavandería independiente con ventilación natural,  escaleras en madera maciza y encontramos en l la segunda planta  la  alcoba principal con armario empotrado en madera y baño privado con walking closet., 2° alcoba con armario empotrado  y baño completo exterior a la habitación. cortinas romanas y persianas en madera, mueble para linos  

2 Garajes y depósito, techos 2.4 , planta de suplencia total, lcalentador a gas 

El edificio con planta de suplencia total, vigilancia 24 horas, circuito cerrado de tv, ascensor, blackouts., persianas en madera, parqueaderos de visitantes ",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-2-banos-2-garajes/839-M2403084,52.3
"Apartamento en Arriendo, CHICO NORTE II Bogotá D.C..",$4.900.000,2,2,107.0 m2,"arriendo apartamento amoblado en CHICO RESERVADO, 4 piso exterior, de área 107 metros, y 5 metros de Terraza, Dos habitaciones o una y estudio, La habitación principal con baño y vestier, Baño social, Hall de alcobas
Sala/comedor, Cocina integral semi abierta, Caldera
Zona de lavandería, Puerta de seguridad, Dos parqueaderos independientes
Depósito, Parqueaderos visitantes, Salón comunal, Gimnasio, Terraza comunal con BBQ, valor arriendo $ 4.900.000 incluida la administración.
",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-2-habitaciones-2-banos-2-garajes/5044-M2402135,72.0
"Apartamento en Arriendo, CHICO Bogotá D.C..",$6.000.000,2,3,116.0 m2,"Apartamento casi nuevo en zona cabrera-chicó. Sexto piso muy bien iluminado y con excelentes acabados. Incluye nevera, horno, lavadora de platos y microondas. Dos habitaciones amplias con baños completos y la principal con walk-in closet. Chimenea funcional a gas. Edificio con excelentes zonas comunes: sala de cine, cava, salas de juntas/negocios, cancha de squash. Dos parqueaderos privados y depósito",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-3-banos-2-garajes/717-M2401918,72.3
"Apartamento en Arriendo, LA CABRERA Bogotá D.C..",$5.040.000,2,2,122.0 m2,"Apartamento amoblado de dos alcobas, dos baños, dos garajes en perfecto estado, vista exterior muy agradable a jardín, pisos en madera, zona social con chimenea, estudio integrado a la sala, cocina moderna integral a gas, zona de ropas, alcoba y baño de servicio, en conjunto cerrado, seguridad, excelente localización cerca centro comercial Andino y Parque Virrey, el consumo del agua está incluido en el costo de administración, disponibilidad inmediata.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-cabrera-2-habitaciones-2-banos-2-garajes/34-61494,64.8
"Apartamento en Arriendo, LOS ROSALES Bogotá D.C..",$8.000.000,2,3,153.0 m2,"Apartamento 153mts  mas Terraza de 65mts, lindos acabados, Sala - Comedor, Estudio, Cocina,  2 Habitaciones y Balcón en cada una, 3 Baños, Zona de lavanderia, Cuarto y baño de servicio, Linea blanca,  Chimena a gas, Seguridad en el apartamento, 3 Parqueaderos, Edificio con cámara   de seguridad, Solo 4 Aptos en el edificio, Portería, Planta suplencia Total. Arriendo con administracion incluida. Admirelo, agende visita con nosotros. Cel. 315 dos veinte, treinta y cuatro, cero cinco",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-3-banos-3-garajes/3220-1168553,79.5
"Apartamento en Arriendo, CHICO NORTE II Bogotá D.C..",$4.900.000,2,2,108.0 m2,"APARTAMENTO EN ARRIENDO EN CHICO RESERVADO, AMOBLADO, 2 ALCOBAS, 2 BAÑOS, HALL DE ALCOBAS, SALA-COMEDOR, COCINA SEMI ABIERTA, ZONA DE LAVANDERIA, PUERTA DE SEGURIDAD, 2 PARQUEADEROS INDEPENDIENTES, DEPOSITO, EL EDIFICIO CUENTA CON PARQUEO PARA VISITANTES, SALON COMUNAL, GIMNASIO, TERRAZA BBQ, MUY BONITO Y AGRADABLE. EXCELENTE UBICACIÓN. EXCELENTES ACABADOS.  ",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-2-habitaciones-2-banos-2-garajes/674-M2400026,59.2
"Apartamento en Arriendo, CHICO Bogotá D.C..",$4.800.000,2,2,106.0 m2,Apartamento en arriendo amoblado en Chicó cerca al parque el Virrey. Línea blanca. El precio incluye la administración. Informes   Claudia Rugeles,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-2-banos-2-garajes/771-12925,67.8
"Apartamento en Arriendo, LAS ACACIAS Bogotá D.C..",$5.500.000,2,3,135.0 m2,"Enciendes la chimenea de noche, coges un libro de la biblioteca y te sientas al lado de la ventana para sentir la corriente de la quebrada como si te estuviera arrullando, tienes una copa de vino en la mano y simplemente decides desconectarte del celular. . . Lo más curioso? es que te encuentras en tu casa, en medio de la ciudad y sigues estando cerca de todo por si de repente vas a pasar a la inauguración de alguna galería o quedaste con tus amigos de salir a cenar a la g. . . Dejaste tus opciones abiertas y estás a menos de 5 minutos de todo, en uno de los mejores barrios de bogotá, con mucho aire puro, con sol de la tarde, espacios enternecedores, acabados interesantes y muy buen gusto en cada detalle. Te aconsejamos que cuando llegues a visitar este lindo lugar, te sientes en el sofá y divises el espacio a tu alrededor. 
Se alquila semiamoblado.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-las-acacias-2-habitaciones-3-banos-1-garajes/4545-M2397370,73.7
"Apartamento en Arriendo, Bogotá D.C..",$6.500.000,2,3,110.0 m2,"BELLISIMO AMOBLADO 100%,  apartametno de 2 alcobas y 3 baños es DUPLEX piso 5 y 4, TOTALMENTE CON VISTA EXTERIOR, en edificio de 7 años de construido, a pocos pasos de todo, en una de las mejores zonas de Bogota. Perfecto para Ejecutivos, extranjeros etc.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-2-habitaciones-3-banos-2-garajes/10091-M2397248,72.9
"Apartamento en Arriendo, CHICO Bogotá D.C..",$3.400.000,2,2,108.0 m2,"Espectacular apartamento del chico, son 108 m2 mas 28m2 de terraza privada en un 2do piso.  Acogedores ambientes con pisos en madera natural, sala comedor con chimenea, cocina abierta con meson de granito y barra alta, baño social, terraza con moderna cubierta, 2 habitaciones cada una con baño privado, iluminacion natural, ventanales piso techo. El edificio cuenta con porteria y seguridad permanente, camaras CCTV, 1 garaje independiente. No incluye el mobiliario",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-2-banos-1-garajes/5574-M2395619,60.7
"Apartamento en Arriendo, CHICO Bogotá D.C..",$5.000.000,2,3,121.0 m2,"Se arrienda apartamento de 121 M2 amoblado o sin amoblar; Tiene 2 alcobas cada una con baño, baño social, cuarto de ropas, cocina abierta, sala comedor, balcón, 2 garajes y un deposito, 
El edificio cuenta con un amplio parqueadero de visitas, gimnasio, área húmeda,  área social.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-3-banos-1-garajes/10222-M2395202,77.2
"Apartamento en Arriendo, LA CABRERA Bogotá D.C..",$3.467.000,2,3,102.0 m2,"Espectacular apartamento duplex en LA CABRERA, quinto piso, 102.40 mts, 2 alcobas cada una con su baño, baño social, sala con chimenea, comedor independiente, cocina integral, zona de lavandería, pisos en madera, 2 garajes, 1 deposito.

",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-cabrera-2-habitaciones-3-banos-2-garajes/754-M2394833,58.7
"Apartamento en Arriendo, CHICO NORTE III Bogotá D.C..",$6.500.000,2,3,120.0 m2,"ESTRENE APARTAMENTO AMOBLADO DE ALTA GAMA EN EL SECTOR DE RINCON DEL CHICO CALLE NOVENTA Y CUATRO, DOS HABITACIONES DOS BAÑOS COMPLETOS MAS BAÑO SOCIAL BLACK OUT ELÉCTRICO, LAVADORA SECADORA, CAMA KING SIZE MAS DOS CAMAS DOBLES, PARQUEADERO DOBLE, ALTA SEGURIDAD. AGENDE SU CITA, VALOR INCLUYE DOTACIÓN Y ADMINISTRACIÓN OPCION ARRIENDO SIN AMOBLAR CINCO  MILLONES SETECIENTOS MIL PESOS",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-3-banos-2-garajes/734-1929,85.6
"Apartamento en Venta Y Arriendo, SANTA BARBARA ALTA Bogotá D.C..",$4.000.000,2,2,105.0 m2,"Espectacular apartamento amoblado cuenta con, sala con chimenea y comedor integradas con colores cálidos y agradables, cocina cerrada integral, zona de ropas, cuarto y baño de servicio, baño social, una alcoba, alcoba principal con baño privado y vestier. El edificio cuenta con seguridad privada, ascensor, parqueadero de visitantes y planta eléctrica.",https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-santa-barbara-alta-2-habitaciones-2-banos-2-garajes/5175-1259,49.7
"Apartamento en Arriendo, LA CABRERA Bogotá D.C..",$4.500.000,2,3,102.0 m2,"LINDO PARTAMENTO REMODELADO, AMOBLADO DE 102 METROS, DUPLEX, PRIMER NIVEL, BAÑO SOCIAL, COCINA CERRDA, SALA, COMEDOR, NIVEL BAJO  DOS ALCOBAS, DOS BAÑOS, EL APTO TIENE  DOS PARQUEADEROS, DEPOSITO, EXCELENTE UBICACION,EL AMOBLAMIENTO ES NUEVO, ESTA TOTALMENTE DOTADO CON LENCERIA Y UTENSILIOS DE COCINA,",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-cabrera-2-habitaciones-3-banos-2-garajes/990-M2392210,53.2
"Apartamento en Arriendo, EL REFUGIO Bogotá D.C..",$7.000.000,2,3,144.0 m2,"Amplio apartamento ubicado en Chicó alto vía a la calera. Dentro del conjunto encontrará amplias zonas comunes como piscina y gimnasio. El apartamento tiene gran iluminación natural, cocina integral cerrada, sala comedor y una amplia terraza. Posee una excelente distribución con dos alcobas con closet y la principal con baño privado, estudio y tres parqueaderos independientes. Cualquier información contáctenos al número  o al correo electrónico  nancy.hernandez inmobiliariabogota.com.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-refugio-2-habitaciones-3-banos-3-garajes/164-201914830,63.1
"Apartamento en Arriendo, SANTA BARBARA OCCIDENTAL Bogotá D.C..",$3.000.000,2,3,105.0 m2,"Apartamento 105mts, Sala - Comedor, Cocina Abierta, 2  Habitaciones, Estudio que puede ser una Alcoba, 3 Baños 2 completos y 1 social, Zona de lavanderia, Alcoba y baño de servicio  y 2 Parqueaderos.  Arriendo con administracion incluida. Admirelo, agende visita con nosotros.  Cel. 310 dos noventa y seis, cuarenta y uno, veintinueve.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-2-habitaciones-3-banos-2-garajes/3220-1141483,67.4
"Apartamento en Arriendo, CHICO Bogotá D.C..",$5.000.000,2,3,121.0 m2,"Se arrienda apartamento de 121 M2 amoblado o sin amoblar; Tiene 2 alcobas cada una con baño, baño social, cuarto de ropas, cocina abierta, sala comedor, balcón, 2 garajes y un deposito, 
El edificio cuenta con un amplio parqueadero de visitas, gimnasio, área húmeda, teatrino, área social.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-3-banos-2-garajes/10222-M2385798,76.3
"Apartamento en Arriendo, EL NOGAL Bogotá D.C..",$9.000.000,2,4,165.0 m2,"EXCELENTE APTO PARA ARRIENDO. MODERNO, TECHOS ALTOS, UBICACION CERCA A CENTROS COMERCIALES, SUPERMERCADOS.
165 MT, 2 CUARTOS CON BANO,ESTUDIO, 2 GARAGES.
CANON 9.M MAS ADMINISTRACION DE 922.000.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-nogal-2-habitaciones-4-banos-2-garajes/2501-M2383807,69.1
"Apartamento en Arriendo, CHICO Bogotá D.C..",$5.000.000,2,3,121.0 m2,"Apartamento totalmente amoblado de 2 cuartos, en la mejor zona de Bogotá, una de las zonas mas recursivas y comerciales.
",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-3-banos-2-garajes/2147-M2383045,60.3
"Apartamento en Arriendo, CHICO NORTE II Bogotá D.C..",$4.000.000,2,2,104.0 m2,AMOBLADO MODERNO DOS ALCOBAS DOS BAÑOS. BALCON. MUROS FLOTANTES. SALA CON CHIMENEA Y BALCÓN. COCINA ABIERTA. NEVERA. TORRE DE HORNOS. VAJILLA. CRISTALERIA. ELECTRODOMÉSTICOS. ZONA DE ROPAS INDEPENDIENTE CON LAVADORA SECADORA. ALCOBA PRINCIPAL CON WALKING CLOSET TIPO ALMACEN. SEGUNDA ALCOBA Ó ESTUDIO CON BAÑO. PISOS EN MADERA. TECHOS ALTOS. LUCES DE PISO. ILUMINADO. DOS PARQUEADEROS. DEPOSITO. EXCLUSIVO EDIFICIO EN CHICÓ RESERVADO. PLANTA ELECTRICA SUPLENCIA TOTAL. CALDERA DE AGUA CALIENTE. CALEFACCION. JARDINES EXTERIORES. INFORMES. TRES DIEZ DOS TRES NUEVE CUATRO DOS OCHO CINCO.CLAUDIA AVILA,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-2-habitaciones-2-banos-2-garajes/883-M2381955,81.0
"Apartamento en Arriendo, CHICO NORTE II Bogotá D.C..",$6.000.000,2,3,125.0 m2,"Lindo Apartamento en chico reservado se arrienda  amoblado o sin amoblar con balcón, exterior, con Estudio",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-2-habitaciones-3-banos-2-garajes/10091-M2381814,70.4
"Apartamento en Arriendo, CHICO NORTE Bogotá D.C..",$4.700.000,2,3,117.0 m2,"Clemencia Amoblado super iluminado en el mejor sector residencial del Chico dos alcobas la principal con baño privado, baño de alcobas estudio baño social hall de alcobas y area social con piso en marmol y alcobas y estudio con piso en madera natural buena cocina con gas natural, zona de ropas tre garajes independientes y dos depositos. Solo veinte apartamentos Lobby salon de recepcion pequeño gimnasio dotado cuarto de conductores zona verde y juego para niños Exelentes vias principales de acceso, cerca al emblematico Parque del Chico ademas a centros comerciales supermercados bancos y la mejor gastronomia",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-3-garajes/368-M2379836,65.1
"Apartamento en Venta Y Arriendo, LOS ROSALES Bogotá D.C..",$6.000.000,2,2,102.0 m2,"Apartamento en Nogal. 102m2. Balcón. Piso 8. Exterior. Vista. 1 o 2 habitaciones. 2 baños completos. Sala-comedor. Estudio o 2da alcoba, ideal para bebé, niño o huésped. Cocina abierta. Área de lavandería. Vidrios anti-ruido. 2 garajes independientes. Depósito. Edificio: Menos de 1 año de construido. Área de co-working. Salón para niños. Espacio que será gimnasio y/o salón comunal. Lavandería comunal. Cuarto de escoltas y conductores. 2 ascensores. Caldera. Planta eléctrica. Parqueadero de visitantes. Se arrienda amoblado o no amoblado por el mismo valor.",https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-los-rosales-2-habitaciones-2-banos-2-garajes/2559-M2378451,79.9
"Apartamento en Arriendo, EL RETIRO Bogotá D.C..",$6.200.000,2,2,150.0 m2,"Espectacular apartamento ESQUINERO TOTALMENTE AMOBLADO de 150 m2 cuenta con cocina con todos los implementos, nevera y lavadora secadora, amplio salón comedor con chimenea y 4 balcones con naranjos. 
Hall de alcobas, alcoba o cuarto de tv con smarTv de 52 pulgadas y 2 sofás que se convierten en 2 camas sencillas, Alcoba principal con cama de 2x2 con sábanas de 500 hilos, walk in closet y baño con tina. 
Tiene 2 garajes cubiertos en línea, 2 ascensores, zona de gimnasio, seguridad 24hrs, terraza social para BBq y eventos y garajes para visitantes.
Precio $6.200.000. millones negociables incluye administración y se arrienda con todo lo que está dentro del inmueble. 
",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-retiro-2-habitaciones-2-banos-2-garajes/4274-M2378460,55.1
"Apartamento en Arriendo, CHICO NORTE III Bogotá D.C..",$3.382.000,2,3,112.0 m2,"Encantador apartamento, en Chico Norte, disponible amoblado o desocupado, con una ubicación ideal para disfrutar con la familia, cerca a colegios, jardines infantiles y a los centros comerciales. El apartamento cuenta con amplios espacios y con gran iluminación natural, cocina integral tipo americana abierta al comedor, tiene la sala con chimenea y donde podrá apreciar los atardeceres de la ciudad. Posee una excelente distribución con dos alcobas con closet y la principal con baño privado y Ves",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-3-banos-2-garajes/164-2019145291,54.9
"Apartamento en Arriendo, LA CAROLINA Bogotá D.C..",$3.800.000,2,3,114.0 m2,"Apartamento amoblado en arriendo en el barrio La Carolina. Este apartamento se encuentra en un segundo piso, exterior y muy iluminado. El área privada está compuesta por  dos habitaciones, la principal con vestier y baño, la segunda alcoba cuenta con baño, closet y salida a una terraza de uso exclusivo del apartamento. El área social cuenta con el espacio para sala y comedor con chimenea a gas y salida a una terraza techada y destechada, la cocina es abierta tipo americano y zona",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-carolina-2-habitaciones-3-banos-2-garajes/562-1122616,56.7
"Apartamento en Arriendo, MOLINOS NORTE Bogotá D.C..",$3.500.000,2,3,105.0 m2,"Arriendo apartamento en Santa Paula 105 mts, vista exterior, 2 alcobas, 3 baños, estudio, sala, comedor, chimenea a gas, balcón, cocina integral, zona de lavandería, 2 parqueaderos en línea, deposito, ascensor, seguridad 24 horas, puerta de seguridad con cerradura biométrica, cuenta con osmótica, terraza. Valor del canon mas administración, amoblado por 4 millones quinientos mil pesos mas administracion.  Para más opciones visite www-grupoterranova-com-co.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-2-habitaciones-3-banos-2-garajes/5161-1121741,55.2
